country			state			city			zip code			address			name			phone			features
USA 			CA			Monterey			93940-6158			260 Del Monte Center,,			Macy's Del Monte Shopping Center Furniture Store			831-372-3333			FURNITURE_GALLERY,MATTRESS
USA 			CA			Stockton			95207-5612			5242 Pacific Avenue,,			Macy's Sherwood Mall			209-477-3333			BRIDAL,BOPS
USA 			CA			Santa Maria			93454			302 Town Center East,,			Macy's Santa Maria Town Center			805-349-8940			BRIDAL,BOPS
USA 			CA			Antioch			94509			2500 Somersville Road,,			Macy's Antioch Somersville Towne Center			(925) 219-3333			BOPS
USA 			CA			Fairfield			94533-3427			1544 Travis Blvd,,			Macy's Westfield Solano			707-428-3333			BRIDAL,BOPS
USA 			NJ			Woodbridge Township			07095-0010			237 Woodbridge Center Dr,,			Macy's Woodbridge			732-636-2450			MATTRESS,BRIDAL,BOPS
USA 			NJ			Edison			08837-4408			275 Parsonage Road,Menlo Park Mall,			Macy's Menlo Park			732-549-4400			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS,HAS_EVENTS
USA 			NJ			Springfield			07081-3144			114 Route 22 West,Route 22 & Stern Ave.,			Macy's Rt. 22 Furniture Gallery			973-376-8699			FURNITURE_GALLERY,MATTRESS
USA 			NJ			Short Hills			07078-2718			1220 Morris Turnpike,Short Hills Mall,			Macy's Short Hills			973-467-0800			PERSONAL_SHOPPER,MATTRESS,BRIDAL,BOPS,HAS_EVENTS
USA 			NJ			South Plainfield			07080			6305 Hadley Road,,			Macy's Middlesex			908-561-8400			BOPS
USA 			NJ			East Brunswick			08816			755 Route 18,,			Macy's East Brunswick			732-238-1400			MATTRESS,BRIDAL,BOPS
USA 			NJ			Livingston			07039-4995			112 Eisenhower Pkwy,Livingston Mall,			Macy's Livingston			973-994-2000			MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Sacramento			95814-3304			414 K Street,,			Macy's Downtown Plaza Sacramento			916-444-3333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Sacramento			95815-5001			1701 Arden Way,,			Macy's Arden Fair Mall			916-925-2845			BOPS
USA 			CA			Sacramento			95825			3500 El Camino Avenue,,			Macy's Country Club Plaza			916-485-3885			BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Citrus Heights			95610-6904			6000 Sunrise Blvd,,			Macy's Sunrise Mall			916-962-3333			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Roseville			95678			1152 Galleria Blvd.,,			Macy's Roseville Furniture			916-786-5333			FURNITURE_GALLERY,MATTRESS
USA 			CA			Roseville			95678-1917			1197 Galleria Blvd.,,			Macy's Westfield Galleria at Roseville			916-771-3333			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Torrance			90503-5710			21600 Hawthorne Blvd.,,			Macy's Del Amo Fashion Center			310-370-8511			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Westminster			92683			300 Westminster Mall,,			Macy's Westminster Mall			714-657-3333			BRIDAL,BOPS
USA 			CA			Redondo Beach			90278			1801 Hawthorne Blvd.,,			Macy's South Bay Galleria			310-370-2511			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Manhattan Beach			90266-3629			3400 Sepulveda Blvd.,,			Macy's Manhattan Village			310-546-5525			BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Costa Mesa			92626-7706			3333 Bear Street,,			Macy's South Coast Plaza Home			714-708-3333			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Costa Mesa			92626-1811			3333 Bristol Street,,			Macy's South Coast Plaza			714-556-0611			PERSONAL_SHOPPER,RESTAURANT,BOPS,HAS_EVENTS
USA 			KS			Prairie Village			66206			4000 West 71st,,			Macy's Prairie Village Shopping Ctr			913-262-1355			BRIDAL,BOPS
USA 			MO			Independence			64057			18809 E. 39th Street,,			Macy's Independence Center			816-795-1688			BRIDAL,MATTRESS,BOPS
USA 			MO			Kansas City			64155			400 N.W. Barry Road,,			Macy's Metro North Mall			816-468-4646			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			KS			Overland Park			66214			11201 W. 95th Street,,			Macy's Oak Park			913-888-4910			BRIDAL,BOPS
USA 			KS			Overland Park			66214			11201 West 95th Street,,			Macy's Oak Park Furniture			913-888-4910			FURNITURE_GALLERY,MATTRESS
USA 			KS			Leawood			66209			5100 West 119th St.,,			Macy's Town Center PLaza			913-563-3996			BRIDAL,BOPS
USA 			MO			Lee's Summit			64086			900 NW Blue Parkway,,			Macy's Summit Fair			816-600-3500			BOPS
USA 			MO			Columbia			65203			201 North Stadium Boulevard,,			Macy's Biscayne Commons			573-446-8755			BRIDAL,BOPS
USA 			MO			Joplin			64801			101 N Range Line Road,,			Macy's North Park Mall			417-782-6500			BRIDAL,BOPS
USA 			MO			Springfield			65804			2825 S Glenstone Ave # 100,,			Macy's Battlefield Mall			417-882-1500			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			TX			Beaumont			77706			6175 Eastex Fwy.,,			Macy's Parkdale Mall			409-924-6700			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			VA			Virginia Beach			23452			701 South Lynnhaven Pkwy.,,			Macy's Lynnhaven Mall			757-306-0666			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			VA			Norfolk			23502			880 N. Military Highway,,			Macy's Military Circle			757-461-2911			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			VA			Chesapeake			23320			1401 Greenbrier Pkwy.,,			Macy's Greenbrier			757-424-6260			BRIDAL,BOPS
USA 			VA			Chesapeake			23321			4200 Portsmouth Blvd,,			Macy's Chesapeake			757-465-9738			BOPS
USA 			VA			Hampton			23666			3000 Allainby Way,,			Macy's Peninsula Town Center			757-827-8900			FURNITURE_GALLERY,MATTRESS
USA 			VA			Newport News			23602			12300 Jefferson Ave.,,			Macy's Patrick Henry			757-249-1656			BRIDAL,BOPS
USA 			VA			Colonial Heights			23834			170 South Park Cir,South Park Mall,			Macy's South Park Mall			804-526-4400			BRIDAL,BOPS
USA 			VA			Glen Allen			23059			10101 Brook Road,Suite 500,			Macy's Virginia Center Commons			804-261-3991			BRIDAL,BOPS
USA 			VA			Richmond			23235			11504 Midlothian Turnpike,,			Macy's Chesterfield Town Center			804-794-5800			BRIDAL,BOPS
USA 			VA			Richmond			23229			1406 Parham Road,,			Macy's Regency Square			804-740-6700			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			VA			Richmond			23233			11872 West Broad Street,,			Macy's Short Pump			804-364-8209			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MD			Salisbury			21801			2304 N. Salisbury Blvd.,,			Macy's Centre at Salisbury			410-860-0660			BRIDAL,BOPS
USA 			VA			Fredericksburg			22407			3102 Plank Road,,			Macy's Spotsylvania Mall			540-786-5525			BRIDAL,BOPS
USA 			MD			Waldorf			20603			11200 Mall Circle,,			Macy's St. Charles Town Center			301-870-5800			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			GA			Atlanta			30326			3393 Peachtree Road,NE,			Macy's Lenox  Square Mall			404-231-2800			PERSONAL_SHOPPER,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			GA			Decatur			30034			2731 Candler Road,,			Macy's South Dekalb Mall			404-243-2600			MATTRESS,BOPS
USA 			GA			Atlanta			30331			2841 Greenbriar Parkway,,			Macy's Greenbriar Mall			404-346-2690			MATTRESS,BOPS
USA 			GA			Decatur			30033			2144 Lawrenceville Highway,,			Macy's North Dekalb Mall			404-329-2600			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			GA			Atlanta			30339			1300 Cumberland Mall,,			Macy's Cumberland Mall			770-434-2600			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			GA			Atlanta			30345			4800 Briarcliff Road,,			Macy's Northlake Mall			770-491-2985			MATTRESS,BOPS
USA 			GA			Atlanta			30346			4300 Ashford Dunwoody Road,,			Macy's Perimeter  Mall			770-396-2800			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			GA			Atlanta			30346			4300 Ashford Dunwoody Road,,			Macy's Perimeter Furniture Showroom			770-396-2800			FURNITURE_GALLERY,MATTRESS
USA 			GA			Morrow			30260			1500 Southlake Mall,,			Macy's Southlake Mall			770-961-3300			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			GA			Lithonia			30038			8030 Mall Parkway,,			Macy's Stonecrest Mall			678-526-2300			BRIDAL,MATTRESS,BOPS
USA 			GA			Duluth			30096			3360 Ventura Parkway,,			Macy's Gwinnett  Furniture			770-623-2200			FURNITURE_GALLERY,MATTRESS
USA 			GA			Douglasville			30135			6690 Douglas Blvd.,,			Macy's Arbor Place			678-391-2300			BRIDAL,MATTRESS,BOPS
USA 			GA			Alpharetta			30022			7231 North Point Parkway,,			Macy's North Point Furniture			678-795-2512			FURNITURE_GALLERY,MATTRESS
USA 			GA			Duluth			30096			2100 Pleasant Hill Road,,			Macy's Gwinnett Place Mall			770-497-2600			BOPS
USA 			GA			Kennesaw			30144			400 Ernest W Barrett Parkway,,			Macy's Town Center Mall			770-423-2600			BRIDAL,BOPS,HAS_EVENTS
USA 			VA			Lynchburg			24502			3419 Candlers Mtn. Rd.,,			Macy's River Ridge Mall			434-239-5611			BRIDAL,BOPS
USA 			VA			Roanoke			24012			4841 Valley View Blvd. N.W.,,			Macy's Valley View Mall			540-362-0900			BRIDAL,BOPS,HAS_EVENTS
USA 			SD			Sioux Falls			57106			4001 West 41st Street,,			Macy's Sioux Falls			605-361-4500			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			FL			Miami			33131			22 East Flagler Street,,			Macy's Downtown Miami			305-577-1500			RESTAURANT,MATTRESS,BOPS
USA 			FL			Miami Beach			33139			1675 Meridian Ave.,,			Macy's South Beach			305-674-6300			VISITOR_CENTER,BOPS
USA 			FL			Hialeah			33012			1777 West 49th Street,,			Macy's Westland			305-825-7300			MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Miami			33172			1205 N.W. 107th Ave,,			Macy's International Mall West Dade			305-594-6300			RESTAURANT,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Miami			33156			7303 S.W. 88 Street,Center of Mall,			Macy's Dadeland			305-662-3400			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Aventura			33180			19535 Biscayne Blvd.,,			Macy's Aventura			305-682-3300			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			FL			Miami			33156			13251 South Dixie Highway,,			Macy's South Dade Furniture Gallery			305-254-5700			FURNITURE_GALLERY,MATTRESS
USA 			FL			Miami			33176-5881			9100 SW 136th Street,,			Macy's The Falls			305-278-3300			RESTAURANT,MATTRESS,BOPS
USA 			FL			Pembroke Pines			33026			11605 Pines Blvd.,,			Macy's Pembroke Lakes Mall			954-438-2400			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Pembroke Pines			33027			13640 Pines Blvd.,,			Macy's Pembroke Pines Furniture Gallery			954-438-2500			FURNITURE_GALLERY,MATTRESS
USA 			FL			Miami			33189			20507 S. Dixie Highway,,			Macy's Southland Mall			305-252-5200			FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Plantation			33388			8000 W. Broward Blvd.,,			Macy's Broward Mall			954-475-3400			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Ft. Lauderdale			33304			2314 E. Sunrise Blvd.,,			Macy's Galleria			954-537-2300			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			FL			Fort Lauderdale			33308			4501 N. Federal Highway,,			Macy's Fort Lauderdale Furniture Gallery			954-567-6500			FURNITURE_GALLERY,MATTRESS
USA 			FL			Coral Springs			33071			9129 West Atlantic Blvd,,			Macy's Coral Square			954-345-3300			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MN			Minneapolis			55402			700 On The Mall,,			Macy's Minneapolis			612-375-2200			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MN			Bloomington			55425-5509			4000 S.W. Court,,			Macy's Mall of America			952-888-3333			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			MN			Roseville			55113			900 Rosedale Center,,			Macy's Rosedale			651-639-6600			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			MN			Roseville			55113			1375 Commerce Street,,			Macy's Rosedale Furniture Gallery			651-639-2040			FURNITURE_GALLERY,MATTRESS
USA 			MN			Edina			55435			100 Southdale Center,,			Macy's Southdale			952-924-6600			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,BOPS,HAS_EVENTS
USA 			MN			Edina			55435			7235 France Avenue South,,			Macy's Southdale Furniture Gallery			952-896-2160			FURNITURE_GALLERY,MATTRESS
USA 			MN			Minnetonka			55305			12411 Wayzata Blvd,,			Macy's Ridgedale			952-591-6600			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MN			Maplewood			55109			3001 White Bear Avenue,,			Macy's Maplewood			651-773-6600			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MN			Burnsville			55306			14251 Burnhaven Drive,,			Macy's Burnsville			952-435-4812			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			MN			St. Cloud			56301			4201 Division Street,,			Macy's St Cloud			320-654-4300			BRIDAL,BOPS,HAS_EVENTS
USA 			MN			Rochester			55902			901 Apache Mall,,			Macy's Rochester			507-280-5400			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			WI			Eau Claire			54701			4606 Golf Road,,			Macy's Eau Claire			715-833-5000			BRIDAL,BOPS
USA 			WI			La Crosse			54601			3900 US Hwy 16,Valley View Mall,			Macy's La Crosse			608-781-7800			BRIDAL,BOPS,HAS_EVENTS
USA 			OH			University Heights			44118			2201 Warrensville Center Road,,			Macy's University Heights Square			216-382-6000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Richmond Heights			44143			641 Richmond Road,,			Macy's Richmond Town Square Mall			440-684-1800			BRIDAL,BOPS
USA 			OH			North Olmsted			44070			25801 Brookpark Road,,			Macy's Great Northern			440-777-7000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Strongsville			44136			17447 Royalton Road,,			Macy's Southpark Center			440-846-7000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Mentor			44060			7850 Mentor Avenue,,			Macy's Great Lakes Mall			440-255-4411			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Elyria			44035			3000 Midway Mall,,			Macy's Midway Mall			440-324-6663			BOPS
USA 			OH			Akron			44313			3265 West Market Street,,			Macy's Summit Mall			330-867-8888			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			OH			Stow			44224			4301 Kent Road,,			Macy's Stow-Kent Plaza			330-688-8281			BOPS
USA 			OH			Akron			44310			2000 Brittain Road,,			Macy's Chapel Hill Shopping Center			330-633-0800			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Canton			44718			4300 Belden Village Avenue,,			Macy's Belden Village Mall			330-494-8200			BRIDAL,MATTRESS,BOPS
USA 			OH			Niles			44446			5403 Youngstown-Warren Road,,			Macy's Eastwood Mall			330-652-5801			MATTRESS,BOPS
USA 			OH			Youngstown			44512			7401 Market Street,,			Macy's Southern Park Mall			330-758-8661			VISITOR_CENTER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			PA			Hermitage			16148			3515 E. State Street,,			Macy's Shenango Mall			724-981-7410			BRIDAL,BOPS
USA 			HI			Honolulu			96814			1450 Ala Moana Boulevard,,			Macy's Ala Moana Center			808-941-2345			PERSONAL_SHOPPER,VISITOR_CENTER,RESTAURANT,BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			HI			Honolulu			96814			1450 Ala Moana Blvd., Suite 2074,,			Macy's Jewel Gallery			808-941-2345			
USA 			HI			Honolulu			96815			2314 Kalakaua Avenue,,			Macy's Ohana Waikiki Beachcomber			808-926-5217			VISITOR_CENTER,BOPS
USA 			HI			Honolulu			96816			4211 Waialae Avenue,,			Macy's Kahala Mall			808-737-5429			VISITOR_CENTER,BOPS,HAS_EVENTS
USA 			HI			Aiea			96701			98-205 Kaonohi St.,,			Macy's Pearlridge Center			808-486-6701			VISITOR_CENTER,MATTRESS,BOPS
USA 			HI			Kaneohe			96744			46-056 Kamehameha Highway,,			Macy's Windward Center			808-235-6612			VISITOR_CENTER,MATTRESS,BOPS,HAS_EVENTS
USA 			HI			Kailua			96734-3455			573 Kailua Road,,			Macy's Kailua			808-262-5395			VISITOR_CENTER,BOPS
USA 			HI			Kaanapali			96761			200 Nohea Kai Drive,,			Macy's Hyatt Regency			808-667-7785			BOPS
USA 			HI			Maui			96732			275 Kaahumanu Avenue,Kahului,			Macy's Ka'ahumanu			808-877-3361			PERSONAL_SHOPPER,VISITOR_CENTER,BOPS,HAS_EVENTS
USA 			HI			Lihue			96766			3-2600 Kaumualii Hwy.,,			Macy's Kukui Grove			808-245-7751			VISITOR_CENTER,BOPS,HAS_EVENTS
USA 			HI			Waikoloa			96738			250 Waikoloa Beach Drive,Suite B-6,			Macy's Kings' Shops			808-886-5385			BOPS
USA 			HI			Kailua-Kona			96740			74-5475 Kamakaeha Avenue,,			Macy's Makalapua Center			808-329-6300			BOPS
USA 			LA			Metarie			70002			3301 Veterans Memorial Boulevard,,			Macy's Lakeside Shopping Center			504-484-4600			PERSONAL_SHOPPER,BRIDAL,MATTRESS,BOPS
USA 			LA			Kenner			70065-2845			1401 West Esplanade,,			Macy's The Esplanade			504-461-4800			MATTRESS,BOPS
USA 			LA			Baton Rouge			70809			6301 Bluebonnet Blvd.,,			Macy's Mall Of Louisiana			225-757-7000			BRIDAL,MATTRESS,BOPS
USA 			LA			Baton Rouge			70815			9301 Cortana,,			Macy's Cortana			225-201-8200			MATTRESS,BOPS
USA 			LA			Lafayette			70503			5733 Johnston Street,,			Macy's Acadiana			337-981-8000			BRIDAL,BOPS
USA 			CA			Santa Clarita			91355			26450 McBean Pkwy,,			Macy's Westfield Valencia Town Center			661-287-5911			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Santa Barbara			93101-3329			701 State Street,,			Macy's Paseo Nuevo			805-963-4566			BRIDAL,MATTRESS,BOPS
USA 			CA			Simi Valley			93065			1475 Simi Town Center Way,,			Macy's Simi Valley Town Center			805-581-3333			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Santa Barbara			93105			3805 State Street,,			Macy's La Cumbre Plaza			805-687-6411			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Ventura			93003-3439			477 S. Mills Rd.,,			Macy's Pacfic View Mall			805-642-7511			BRIDAL,BOPS
USA 			CA			Thousand Oaks			91360-4216			590  W. Hillcrest Drive,,			Macy's The Oaks			805-496-4444			PERSONAL_SHOPPER,RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Northridge			91324-2503			9301 Tampa Avenue,,			Macy's Northridge Fashion Center			818-885-6611			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Canoga Park			91304			21900 Vanowen Street,,			Macy's Westfield Topanga Plaza			818-883-7211			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			CA			Woodland Hills			91367			6101 Owensmouth Avenue,,			Macy's Woodland Hills Furniture			818-313-8844			FURNITURE_GALLERY,MATTRESS
USA 			CA			Woodland Hills			91367-3627			6100 Topanga Canyon Blvd.,,			Macy's Westfield Promenade			818-313-8844			MATTRESS,FURNITURE_GALLERY,BOPS
USA 			CA			North Hollywood			91606			6150 Laurel Canyon Road,,			Macy's Laurel Plaza			818-766-4111			FURNITURE_GALLERY,MATTRESS,BOPS
USA 			CA			Newport Beach			92660-6903			101 Newport Center Drive,,			Macy's Fashion Island			949-640-8333			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			CA			Irvine			92618			93 Fortune Dr,,			Macy's Irvine Spectrum Center			949-341-9111			BOPS
USA 			MO			St. Louis			63117			1550 St. Louis Galleria,,			Macy's St. Louis Galleria			314-726-1810			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			MO			St. Louis			63129			10 South County Center way,,			Macy's South County Center			314-892-0110			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			IL			Fairview Heights			62208			200 St. Clair Square,,			Macy's St. Clair Square			618-624-2000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MO			St. Louis			63131			2 West County Center,,			Macy's West County Center			314-966-0017			PERSONAL_SHOPPER,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MO			Chesterfield			63017			49 Chesterfield Mall,,			Macy's Chesterfield Mall			636-532-3800			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			IL			Alton			62002			100 Alton Square,,			Macy's Alton Square			618-463-4100			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MO			St. Peters			63376			#1 Mid Rivers Mall,,			Macy's Mid Rivers Mall			636-278-6660			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			IL			Springfield			62704			101 White Oaks Mall,,			Macy's White Oaks			217-787-9900			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			IL			Bloomington			61701			1615 East Empire Street,,			Macy's Eastland Mall			309-665-0622			BOPS
USA 			IL			Champaign			61820			2000 North Neil Street,,			Macy's Market Place			217-363-5600			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			IL			Peoria			61613			2200 West War Memorial Drive,,			Macy's Peoria			309-682-2600			BRIDAL,BOPS
USA 			CA			Riverside			92503-4156			3500 Tyler Mall,,			Macy's Galleria at Tyler			951-687-1021			BRIDAL,BOPS
USA 			TX			McAllen			78503			2100 South 10th Street,,			Macy's La Plaza Mall			956-631-7700			BRIDAL,BOPS
USA 			PA			Pittsburgh			15219			400 Fifth Avenue,,			Macy's Downtown Pittsburgh			412-232-2000			RESTAURANT,BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			PA			Pittsburgh			15241			100 South Hills Village,South Hills Village Mall,			Macy's South Hills Furniture			412-854-6800			FURNITURE_GALLERY,MATTRESS
USA 			PA			Homestead			15120			162 East Bridge St.,,			Macy's Waterfront			412-685-5100			BRIDAL,MATTRESS,BOPS
USA 			PA			Pittsburgh			15237			1014 Ross Park Mall Drive,,			Macy's Ross Park Furniture			412-630-4040			FURNITURE_GALLERY,MATTRESS
USA 			PA			Pittsburgh			15237			1004 Ross Park Mall,,			Macy's Ross Park Mall			412-366-1400			BRIDAL,BOPS,HAS_EVENTS
USA 			PA			West Mifflin			15122			3075 Clairton Road,,			Macy's Century III Mall			412-655-1300			BOPS
USA 			PA			Pittsburgh			15241			100 South Hills Village,,			Macy's South Hills Village Mall			412-854-6800			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			PA			Pittsburgh			15205			3000 Robinsons Center Drive,,			Macy's Mall at Robinson Town Center			412-787-9777			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			PA			Monroeville			15146			400 Monroeville Mall,,			Macy's Monroeville Mall			412-858-3700			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS,HAS_EVENTS
USA 			PA			Tarentum			15084			100 Pittsburgh Mills Circle,,			Macy's Frazer Heights Galleria at PM			724-274-1000			BRIDAL,FURNITURE_GALLERY,BOPS
USA 			PA			Monaca			15061			100 Beaver Valley Mall,,			Macy's Beaver Valley Mall			724-774-9100			MATTRESS,BOPS
USA 			PA			Washington			15301			1500 West Chestnut Street,,			Macy's Washington Crown Centre			724-222-7100			BRIDAL,BOPS
USA 			PA			Greensburg			15601			5256 State Route 30,,			Macy's Westmoreland Mall			724-836-6000			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			OH			Steubenville			43952			100 Mall Drive,,			Macy's Fort Steuben Mall			740-264-7341			BOPS
USA 			OH			St. Clairsville			43950			67800 Mall Ring Road,,			Macy's Ohio Valley Mall			740-695-5900			BOPS
USA 			OH			Cincinnati			45255			7440 Beechmont Ave.,,			Macy's Anderson Town Center			513-624-4280			BRIDAL,MATTRESS,BOPS,HAS_EVENTS
USA 			WV			Barboursville			25504			Unit 300 Huntington Mall,,			Macy's Huntington Mall			304-733-0244			BRIDAL,BOPS
USA 			NJ			Wayne			07470-6901			200 Us Highway 46,,			Macy's Rt. 46 Furniture Gallery			973-785-0407			FURNITURE_GALLERY,MATTRESS
USA 			NJ			Wayne			07470			100 Route 46,,			Macy's Willowbrook			973-785-9525			PERSONAL_SHOPPER,BRIDAL,BOPS,HAS_EVENTS
USA 			IL			Rockford			61112			7200 Harrison Avenue,,			Macy's Cherryvale			815-332-2424			BRIDAL,MATTRESS,BOPS
USA 			IL			Joliet			60435			3340 Mall Loop Drive,,			Macy's Louis Joliet			815-254-5200			BRIDAL,BOPS
USA 			NY			Cheektowanga			14225			4 Walden Galleria,,			Macy's Walden Galleria			716-684-6267			PERSONAL_SHOPPER,BRIDAL,BOPS
USA 			NY			Blasdell			14219			3701 S. McKinley Parkway,,			Macy's McKinley Mall			716-825-1470			BRIDAL,BOPS
USA 			NY			Amherst			14226			730 Alberta Dr,Boulevard Mall,			Macy's Boulevard			716-837-9400			BRIDAL,BOPS
USA 			NY			Williamsville			14221			4545 Transit Road,,			Macy's Eastern Hills			716-631-5800			BOPS
USA 			NY			Rochester			14626			397 Greece Ridge Center,,			Macy's Mall at Greece Ridge Center			585-723-8890			BRIDAL,BOPS
USA 			NY			Rochester			14623			20 Miracle Mile Drive,,			Macy's The Marketplace			585-424-6224			BRIDAL,BOPS
USA 			NY			Victor			14564			7979 Victor - Pittsford Road,,			Macy's Eastview Mall			585-223-9181			BRIDAL,BOPS,HAS_EVENTS
USA 			PA			Erie			16509			850 Mill Creek Mall,,			Macy's Millcreek Mall			814-868-5211			BRIDAL,MATTRESS,BOPS
USA 			NY			Horsehead			14845			3300 CHAMBERS ROAD SOUTH,,			Macy's Arnot Mall			607-739-3717			BOPS
USA 			NY			Clay			13041			4081 New York State #31,Great Northern Mall,			Macy's Clay			315-622-4655			BOPS
USA 			NY			Syracuse			13204			9509 Destiny USA Drive,,			Macy's Destiny USA			315-466-3333			BRIDAL,BOPS
USA 			NY			DeWitt			13214			3649 Erie Boulevard,,			Macy's Shoppingtown Mall			315-446-4646			BOPS
USA 			PA			State College			16801			2900 East College Avenue,,			Macy's Nittany Mall			814-235-5200			BOPS
USA 			IN			Mishawaka			46545			6501 North Grape Road,,			Macy's University Park Mall			(574) 277-2950			BRIDAL,FURNITURE_GALLERY,MATTRESS,BOPS
USA 			MI			Battle Creek			49015			5725 Beckley Road,,			Macy's Battle Creek			269-979-5800			BRIDAL,BOPS
USA 			MI			Portage			49002			6666 S Westnedge Avenue,,			Macy's Kalamazoo			269-324-4400			BRIDAL,BOPS
